ProbeIDs	GAOM_10	GAOM_11	GAOM_3	GAOM_6
3110001I22Rik	3	6	6	7
3110002H16Rik	76	87	67	61
3110003A17Rik	161	162	222	236
3110007F17Rik	0	0	0	1
3110009E18Rik	6	9	4	1
3110021A11Rik	0	0	0	0
3110035E14Rik	1	0	0	0
3110039I08Rik	0	0	0	0
3110039M20Rik	0	0	0	0
3110040N11Rik	39	26	44	49
3110043O21Rik	94	122	92	100
3110045C21Rik	2	6	4	3
3110047P20Rik	0	0	0	0
3110052M02Rik	41	40	35	44
3110056O03Rik	51	63	43	53
3110057O12Rik	14	28	18	17
3110062M04Rik	12	9	7	9
3110070M22Rik	4	1	4	0
3110079O15Rik	2	2	2	0
3110082D06Rik	0	0	0	0
3110082I17Rik	75	49	59	57
3110099E03Rik	0	0	0	0
3200002M19Rik	13	19	15	16
3230401D17Rik	14	7	4	12
3300002I08Rik	0	1	0	0
3425401B19Rik	31	40	24	31
3632451O06Rik	1	0	0	1
3632454L22Rik	0	0	0	0
3830403N18Rik	0	0	7	0
3830406C13Rik	65	62	76	99
3830408C21Rik	0	0	0	0
3830417A13Rik	0	0	0	0
3830431G21Rik	1	1	0	2
3930402G23Rik	0	0	0	1
4430402I18Rik	2	4	0	1
4632411B12Rik	128	167	111	138
4632415K11Rik	39	39	59	46
4632415L05Rik	65	89	59	70
4632427E13Rik	1	2	1	0
4632428C04Rik	3	6	4	4
4632428N05Rik	9	8	9	2
4632434I11Rik	8	6	5	12
4732415M23Rik	1	0	0	0
4732416N19Rik	1	0	1	0
4732418C07Rik	178	133	147	186
4732456N10Rik	0	0	0	0
4732471D19Rik	62	79	44	60
4732471J01Rik	0	1	0	2
4732490B19Rik	1	2	0	0
4831426I19Rik	41	43	15	21
4831440E17Rik	2	4	7	9
4832428D23Rik	0	0	0	0
4833403I15Rik	2	0	1	1
4833418N02Rik	4	5	3	2
4833419F23Rik	0	0	2	0
4833420G17Rik	80	89	65	60
4833422C13Rik	0	1	0	0
4833422F24Rik	0	0	0	0
4833423E24Rik	0	0	0	0
4833424O15Rik	0	0	0	0
4833427G06Rik	0	0	0	0
4833428L15Rik	0	0	0	0
4833439L19Rik	1034	772	878	927
4833442J19Rik	6	15	8	8
4921501E09Rik	0	0	0	0
4921504E06Rik	6	8	3	3
4921506M07Rik	0	0	0	0
4921507P07Rik	11	18	14	10
4921509C19Rik	0	0	0	0
4921510H08Rik	0	0	0	0
4921511C20Rik	0	0	0	0
4921511H03Rik	0	0	0	0
4921511M17Rik	0	0	0	0
4921513D23Rik	207	263	192	220
4921513I03Rik	0	0	0	0
4921515J06Rik	0	0	0	0
4921517D21Rik	0	0	0	0
4921517D22Rik	0	0	0	0
4921517L17Rik	3	1	3	2
4921523A10Rik	0	0	0	0
4921524J17Rik	27	56	45	43
4921524L21Rik	0	0	0	0
4921528I01Rik	0	0	0	0
4921528O07Rik	0	0	0	0
4921530D09Rik	0	0	0	0
4921530L18Rik	9	11	6	3
4921530L21Rik	0	0	0	0
4921531C22Rik	9	8	25	19
4921533I20Rik	0	7	2	3
4921536K21Rik	2	0	1	2
4921539E11Rik	0	0	0	0
4922501C03Rik	23	34	29	32
4922501L14Rik	1	1	0	0
4922502D21Rik	0	0	0	0
4922505E12Rik	0	0	0	0
4922505G16Rik	0	0	1	0
4930402F06Rik	0	0	0	0
4930402H24Rik	31	49	25	51
4930403L05Rik	0	0	0	0
4930403N07Rik	0	0	0	0
4930404A05Rik	0	0	0	0
4930404A10Rik	0	0	0	0
4930404H21Rik	0	0	0	0
4930404I05Rik	0	0	0	0
4930404N11Rik	0	0	0	0
4930405A21Rik	1	3	1	0
4930406D18Rik	0	0	1	1
4930407I10Rik	0	0	0	0
4930408F14Rik	0	0	0	0
4930412B13Rik	0	0	0	0
4930412C18Rik	2	0	2	4
4930412F15Rik	0	0	1	0
4930412O13Rik	0	0	0	0
4930413E15Rik	0	0	0	0
4930414N06Rik	0	0	0	0
4930415F15Rik	1	0	1	1
4930415L06Rik	0	0	0	0
4930415O20Rik	100	115	153	164
4930417G10Rik	0	0	0	0
4930417O13Rik	0	0	0	0
4930419G24Rik	0	0	0	0
4930420K17Rik	39	58	40	38
4930422G04Rik	10	7	3	6
4930423M02Rik	0	0	0	0
4930425K10Rik	0	0	0	0
4930425O10Rik	0	0	0	0
4930426L09Rik	0	1	0	0
4930427A07Rik	9	14	2	13
4930428D18Rik	0	0	0	0
4930428E23Rik	0	0	0	0
4930428G15Rik	0	0	0	0
4930429B21Rik	2	1	1	0
4930429D17Rik	0	0	0	0
4930429F11Rik	0	0	0	0
4930429F24Rik	1	0	0	1
4930430A15Rik	0	0	0	0
4930430D24Rik	0	0	0	0
4930430F08Rik	20	17	29	33
4930430J02Rik	2	4	8	9
4930431A04Rik	0	0	0	0
4930432K09Rik	0	0	0	0
4930432K21Rik	4	2	1	2
4930433B08Rik	0	0	0	0
4930433I11Rik	0	0	0	0
4930433N12Rik	0	0	0	0
4930435E12Rik	0	0	0	0
4930440C22Rik	0	0	0	0
4930441J16Rik	0	0	0	0
4930441O14Rik	3	6	1	2
4930442J19Rik	0	0	0	0
4930442L01Rik	0	0	0	0
4930443G12Rik	0	0	0	0
4930443O20Rik	0	1	0	0
4930444A02Rik	97	90	88	118
4930444F02Rik	0	0	0	0
4930444G20Rik	0	0	0	0
4930444P10Rik	0	0	0	0
4930447C04Rik	0	0	0	0
4930448H16Rik	0	0	0	0
4930448I06Rik	0	0	0	0
4930448I18Rik	0	0	0	0
4930448K20Rik	0	0	0	0
4930449I24Rik	0	0	0	0
4930451C15Rik	0	0	1	0
4930451I11Rik	0	0	0	0
4930452B06Rik	1	2	2	1
4930452N14Rik	0	0	0	0
4930453N24Rik	122	118	123	163
4930455C21Rik	100	81	88	97
4930455F16Rik	0	0	0	0
4930455F23Rik	37	75	73	61
4930455H04Rik	0	0	0	0
4930458L03Rik	0	0	0	0
4930461G14Rik	0	0	0	0
4930465A12Rik	0	0	0	0
4930465K10Rik	0	0	0	0
4930467E23Rik	0	0	0	0
4930468A15Rik	0	0	0	0
4930469G21Rik	0	0	0	0
4930470P17Rik	0	0	0	0
4930471G03Rik	0	0	0	0
4930471I20Rik	0	0	0	0
4930471M23Rik	91	98	89	87
4930473A02Rik	0	0	1	0
4930473A06Rik	10	9	8	10
4930474M22Rik	0	0	0	0
4930474N05Rik	0	0	0	0
4930474N09Rik	0	0	0	0
4930478L05Rik	0	0	0	0
4930479M11Rik	0	0	1	1
4930480E11Rik	0	0	0	0
4930480G23Rik	0	0	0	0
4930481A15Rik	17	26	27	14
4930483J18Rik	0	0	0	0
4930486F22Rik	0	0	0	0
4930486L24Rik	0	0	0	0
4930487H11Rik	0	0	0	0
4930488B22Rik	0	0	0	0
4930488L21Rik	0	0	0	0
4930500J02Rik	0	0	0	0
4930500L23Rik	0	0	0	0
4930502A04Rik	0	0	0	0
4930502E18Rik	0	0	0	0
4930503B20Rik	0	0	0	0
4930503E14Rik	0	0	0	0
4930503E24Rik	108	124	116	115
4930503H13Rik	0	0	0	0
4930503L19Rik	27	17	21	43
4930503O07Rik	0	0	1	0
4930504O13Rik	0	0	0	0
4930505A04Rik	0	0	0	1
4930506M07Rik	283	241	274	273
4930507D05Rik	0	2	1	2
4930509J09Rik	0	0	0	0
4930509K18Rik	0	0	0	0
4930511E03Rik	0	0	0	0
4930511I11Rik	0	0	0	0
4930511M06Rik	0	0	0	0
4930511M11Rik	0	0	0	0
4930512B01Rik	0	0	0	0
4930513N10Rik	0	0	0	1
4930515B02Rik	0	0	0	0
4930515G01Rik	0	1	7	2
4930515G16Rik	0	0	0	0
4930515L03Rik	0	0	0	0
4930517E11Rik	0	0	0	0
4930519F09Rik	18	17	13	14
4930519F16Rik	0	0	0	0
4930519F24Rik	0	0	0	0
4930519G04Rik	0	0	0	0
4930520O04Rik	1	1	2	3
4930521A18Rik	0	0	0	0
4930521E06Rik	0	0	0	0
4930522H14Rik	0	0	0	0
4930522O17Rik	0	0	0	0
4930523C07Rik	36	21	36	46
4930523O13Rik	0	0	0	0
4930524B15Rik	0	0	0	0
4930524E20Rik	0	0	0	0
4930524L23Rik	1	2	0	0
4930524O08Rik	0	0	0	0
4930525D18Rik	0	0	0	0
4930525F21Rik	0	0	0	0
4930526D03Rik	0	0	0	0
4930526I15Rik	0	0	0	0
4930528A17Rik	0	0	0	0
4930528F23Rik	1	1	0	3
4930528P14Rik	0	0	0	0
4930529C04Rik	0	0	0	0
4930529F22Rik	0	0	0	0
4930529K09Rik	0	0	0	0
4930529L06Rik	0	0	0	0
4930529M08Rik	0	0	0	0
4930533B01Rik	0	0	0	0
4930533P14Rik	0	0	0	0
4930534B04Rik	10	15	4	8
4930538K18Rik	0	1	0	1
4930539C22Rik	0	0	0	0
4930539E08Rik	0	4	1	5
4930539J05Rik	1	0	1	0
4930539M17Rik	0	0	0	1
4930539N22Rik	0	0	0	0
4930540M03Rik	0	0	0	0
4930542C21Rik	0	0	0	0
4930542D17Rik	0	0	0	0
4930542N07Rik	0	0	0	0
4930544D05Rik	0	0	0	0
4930544G11Rik	0	0	0	0
4930544O15Rik	1	0	2	0
4930545L23Rik	0	0	0	0
4930546C10Rik	0	0	0	0
4930546K05Rik	0	0	0	0
4930547C10Rik	0	0	0	0
4930547E08Rik	0	0	0	0
4930547E14Rik	0	0	0	0
4930547N16Rik	10	8	2	3
4930548H24Rik	0	0	0	0
4930548K13Rik	0	0	0	0
4930549C01Rik	0	0	0	0
4930550C14Rik	0	1	2	1
4930550L24Rik	0	0	0	0
4930552N02Rik	0	0	0	0
4930553E22Rik	0	0	0	0
4930554C24Rik	0	0	0	0
4930555B11Rik	0	0	0	0
4930555G01Rik	0	0	0	0
4930555I21Rik	4	6	7	4
4930556C24Rik	0	0	0	0
4930556G01Rik	0	0	0	0
4930557A04Rik	0	0	0	0
4930557J02Rik	0	0	0	0
4930558C23Rik	0	0	0	0
4930558J18Rik	0	0	0	0
4930558K02Rik	0	0	1	0
4930562C15Rik	0	0	0	0
4930562F07Rik	0	0	0	0
4930563D23Rik	0	0	0	0
4930563E22Rik	0	1	0	0
4930563F08Rik	0	0	0	0
4930564K09Rik	0	0	0	0
4930565A17	0	0	0	0
4930565D16Rik	0	0	0	0
4930565N06Rik	0	0	0	0
4930567H12Rik	0	0	0	0
4930567H17Rik	0	0	0	0
4930567J20Rik	0	0	0	0
4930568D16Rik	0	0	0	0
4930568E12Rik	0	0	0	0
4930568G15Rik	0	0	0	0
4930570G19Rik	0	0	0	0
4930571K23Rik	0	0	0	0
4930572J05Rik	7	5	15	16
4930573O16Rik	0	0	0	0
4930578C19Rik	1	0	1	0
4930578I06Rik	0	0	0	0
4930578N16Rik	4	6	2	6
4930578N18Rik	0	0	0	0
4930579C15Rik	1	0	0	0
4930579F01Rik	0	0	0	0
4930579G18Rik	0	0	0	0
4930579G22Rik	1	1	0	1
4930579G24Rik	9	6	6	2
4930579J09Rik	0	0	0	1
4930579K19Rik	1	1	2	0
4930581F22Rik	1	4	1	6
4930583H14Rik	0	0	0	0
4930583K01Rik	0	0	0	0
4930583P06Rik	0	0	0	0
4930584F24Rik	0	0	0	0
4930588N13Rik	0	0	0	0
4930590J08Rik	0	2	1	0
4930590L20Rik	0	0	0	0
4930592I03Rik	0	0	0	0
4930593C16Rik	0	0	0	0
4930594C11Rik	10	21	9	16
4930595M18Rik	0	0	0	0
4930596D02Rik	0	0	0	0
4930596M17Rik	0	0	0	0
4930598F16Rik	0	0	0	0
4931402G19Rik	0	0	0	0
4931403G20Rik	0	0	0	0
4931406B18Rik	0	0	0	0
4931406C07Rik	182	164	185	259
4931406H21Rik	1	1	0	1
4931406P16Rik	72	71	58	70
4931407G18Rik	0	0	0	0
4931408A02Rik	1	3	0	1
4931408C20Rik	0	0	0	0
4931408D14Rik	0	0	1	0
4931409K22Rik	0	0	0	0
4931414P19Rik	15	9	18	12
4931417E11Rik	0	0	0	0
4931417G12Rik	0	0	0	0
4931419H13Rik	0	0	0	0
4931420L22Rik	0	0	0	0
4931423N10Rik	0	0	0	0
4931428F04Rik	0	4	2	3
4931428L18Rik	0	0	0	0
4931429I11Rik	0	0	0	0
4931429L15Rik	0	0	0	0
4931429P17Rik	0	0	0	0
4931431F19Rik	0	0	0	0
4931440F15Rik	0	1	0	0
4931440L10Rik	0	0	0	0
4931440P22Rik	0	0	0	0
4932411E22Rik	0	0	0	0
4932411G14Rik	0	0	0	0
4932411N23Rik	0	0	0	0
4932412D23Rik	0	0	0	0
4932412H11Rik	0	0	0	1
4932413F04Rik	0	0	0	0
4932414J04Rik	0	0	0	0
4932414N04Rik	0	0	0	0
4932415G12Rik	29	32	41	26
4932415M13Rik	0	0	0	0
4932416H05Rik	2	6	8	3
4932418E24Rik	0	0	0	0
4932425I24Rik	0	0	1	0
4932429P05Rik	0	0	0	0
4932435O22Rik	0	0	0	0
4932438A13Rik	252	332	217	311
4932438H23Rik	0	0	0	0
4932441B19Rik	0	0	0	0
4932441J04Rik	0	0	0	0
4932443I19Rik	0	0	0	0
4933400A11Rik	0	0	0	0
4933400C05Rik	0	0	0	0
4933400C23	0	0	0	0
4933400F21Rik	0	0	0	0
4933401B06Rik	0	0	0	0
4933401H06Rik	0	0	0	0
4933402E13Rik	0	0	0	0
4933402J07Rik	0	0	0	0
4933402J10Rik	0	0	0	0
4933402N03Rik	0	0	0	0
4933402N22Rik	0	0	0	0
4933402P03Rik	0	0	0	0
4933403F05Rik	183	242	142	216
4933403G14Rik	5	13	5	3
4933403O03Rik	0	0	0	0
4933403O08Rik	0	0	0	0
4933404M02Rik	0	0	0	0
4933404O12Rik	118	80	82	77
4933405L10Rik	0	0	0	0
4933405O20Rik	0	0	0	0
4933406C10Rik	3	3	0	0
4933406D12Rik	0	0	0	0
4933406F09Rik	0	0	0	0
4933406I18Rik	0	1	0	0
4933406J08Rik	0	0	0	0
4933406K04Rik	0	0	0	0
4933406M09Rik	0	0	0	0
4933407C03Rik	361	424	298	330
4933407H18Rik	50	63	32	60
4933407I05Rik	0	0	0	0
4933407K13Rik	4	4	1	4
4933407L21Rik	0	0	0	0
4933407P14Rik	0	0	0	0
4933408B17Rik	1	0	0	2
4933409G03Rik	0	0	0	0
4933409K07Rik	0	0	0	0
4933411G11Rik	0	0	0	0
4933411K16Rik	1	0	0	0
4933411K20Rik	32	60	52	61
4933412E12Rik	0	5	2	2
4933412E24Rik	0	0	0	0
4933413G19Rik	0	0	0	0
4933413J09Rik	0	0	0	0
4933415F23Rik	0	0	0	0
4933416C03Rik	0	0	0	0
4933416E03Rik	0	0	0	0
4933416I08Rik	0	0	0	0
4933417A18Rik	0	0	0	0
4933417E11Rik	0	0	0	0
4933417G07Rik	15	8	13	21
4933421E11Rik	45	54	49	65
4933421I07Rik	0	0	0	0
4933421O10Rik	31	26	25	8
4933422A05Rik	0	0	0	1
4933422H20Rik	0	0	0	0
4933424B01Rik	115	145	106	130
4933424G06Rik	0	0	0	0
4933425H06Rik	0	0	0	0
4933425L06Rik	0	0	0	0
4933425O20Rik	0	0	0	0
4933426D04Rik	0	0	0	0
4933426M11Rik	256	329	219	296
4933427D06Rik	0	0	0	0
4933427D14Rik	18	35	24	39
4933427E11Rik	0	1	0	0
4933427G17Rik	2	0	0	1
4933428C19Rik	0	0	0	0
4933429O19Rik	0	0	0	0
4933430H15Rik	0	0	0	0
4933430I17Rik	0	1	0	2
4933431E20Rik	131	144	121	143
4933432B09Rik	3	5	4	1
4933432G23Rik	0	0	0	0
4933432I09Rik	0	0	0	0
4933433C11Rik	0	0	0	0
4933433G15Rik	1	0	0	0
4933433P14Rik	55	51	39	42
4933434E20Rik	195	178	186	215
4933434I20Rik	0	0	0	0
4933436C20Rik	3	5	2	9
4933436E23Rik	0	0	0	0
4933436I01Rik	0	0	0	0
4933437F05Rik	1	0	0	1
4933438B17Rik	0	0	0	0
4933439C10Rik	18	11	2	11
4933439F18Rik	526	583	590	562
4933439K11Rik	1	1	1	1
5031410I06Rik	0	0	0	0
5031414D18Rik	0	0	0	2
5031425E22Rik	18	18	12	9
5031425F14Rik	0	0	0	0
5031426D15Rik	0	0	0	0
5031434O11Rik	4	2	1	1
5031439G07Rik	100	94	85	103
5033403H07Rik	1	1	0	1
5033404E19Rik	0	0	0	0
5033406O09Rik	2	6	11	3
5033411D12Rik	4	2	6	3
5033414D02Rik	73	42	62	94
5133401N09Rik	65	53	69	64
5330411J11Rik	0	0	0	0
5330413P13Rik	0	1	0	0
5330417C22Rik	1749	1746	1314	1571
5330426P16Rik	1	0	0	4
5330434G04Rik	1	0	0	0
5330437I02Rik	0	0	0	0
5330439B14Rik	0	0	0	0
5430402E10Rik	0	0	0	0
5430402O13Rik	0	0	1	0
5430405G05Rik	0	0	0	0
5430405H02Rik	2	2	7	3
5430407P10Rik	134	179	119	144
5430411K18Rik	139	122	92	125
5430416N02Rik	3	9	5	8
5430416O09Rik	0	0	0	0
5430417L22Rik	98	113	129	122
5430419D17Rik	168	186	76	99
5430421F17Rik	0	0	0	0
5430421N21Rik	0	0	0	0
5430425J12Rik	0	0	0	0
5430427O19Rik	0	1	0	4
5430434I15Rik	0	0	0	0
5430435G22Rik	2	0	0	3
5430437P03Rik	230	192	136	228
5530400C23Rik	0	0	0	0
5530401A14Rik	0	0	0	0
5530601H04Rik	10	12	12	14
5730403B10Rik	189	237	161	190
5730403I07Rik	0	0	0	0
5730405O15Rik	0	0	0	0
5730408K05Rik	3	3	2	3
5730409E04Rik	54	57	60	64
5730416F02Rik	1	1	0	0
5730419I09Rik	59	48	55	47
5730422E09Rik	1	2	0	0
5730437N04Rik	508	444	491	546
5730455O13Rik	69	51	90	60
5730455P16Rik	199	174	174	165
5730457N03Rik	0	0	0	0
5730469M10Rik	183	157	193	196
5730494M16Rik	28	23	39	38
5730494N06Rik	37	47	67	58
5730507C01Rik	0	0	0	0
5730508B09Rik	48	97	76	91
5730522E02Rik	0	4	0	4
5730528L13Rik	12	20	17	12
5730559C18Rik	57	35	31	32
5730577I03Rik	2	3	3	4
5730590G19Rik	9	3	0	2
5830403L16Rik	0	0	2	1
5830405N20Rik	0	0	0	0
5830411N06Rik	0	0	0	0
5830415F09Rik	11	13	12	13
5830416P10Rik	0	1	0	0
5830417I10Rik	43	38	30	39
5830418K08Rik	48	50	30	44
5830418P13Rik	0	0	0	0
5830428M24Rik	5	13	10	5
5830432E09Rik	0	0	0	0
5830433M19Rik	43	52	48	43
5930412G12Rik	0	0	0	0
5930416I19Rik	22	61	52	31
5930434B04Rik	226	226	195	294
6030405A18Rik	0	1	0	0
6030408B16Rik	0	0	0	1
6030419C18Rik	1	0	0	0
6030422M02Rik	0	0	0	1
6030429G01Rik	28	21	24	17
6030446N20Rik	13	16	9	7
6030458C11Rik	74	86	62	78
6030466F02Rik	1	2	9	4
6030468B19Rik	0	0	0	0
6030498E09Rik	0	0	0	0
6230400D17Rik	0	0	0	0
6230409E13Rik	6	9	6	18
6230427J02Rik	2	1	1	0
6330403A02Rik	2	1	0	0
6330403K07Rik	0	0	0	1
6330406I15Rik	3	1	1	9
6330407A03Rik	0	0	0	1
6330407J23Rik	3	4	0	0
6330408A02Rik	13	38	15	36
6330409N04Rik	55	37	45	50
6330410L21Rik	0	0	0	0
6330416G13Rik	41	32	31	29
6330439K17Rik	11	6	12	6
6330503K22Rik	17	19	13	27
6330512M04Rik	0	0	0	0
6330527O06Rik	0	0	0	0
6330545A04Rik	1	0	1	1
6330549D23Rik	7	11	16	19
6330578E17Rik	378	316	275	351
6430411K18Rik	0	1	0	0
6430527G18Rik	60	68	42	42
6430531B16Rik	0	0	0	0
6430548G04	0	0	0	0
6430548M08Rik	584	344	276	433
6430550D23Rik	5	4	4	3
6430562O15Rik	0	2	0	0
6430571L13Rik	3	2	8	7
6430573F11Rik	14	12	13	24
6430598A04Rik	2	4	1	2
6430704M03Rik	12	10	4	4
6430706D22Rik	0	0	0	0
6530401N04Rik	35	49	34	46
6530402F18Rik	2	0	0	1
6530411M01Rik	0	0	0	0
6530418L21Rik	7	21	2	22
6720401G13Rik	114	190	56	194
6720456B07Rik	237	361	356	410
6720456H20Rik	57	80	70	67
6720463M24Rik	7	10	5	9
6720468P15Rik	0	0	0	0
6720483E21Rik	0	0	0	0
6720489N17Rik	1	3	2	3
6820408C15Rik	0	0	1	0
6820431F20Rik	49	36	38	52
7420426K07Rik	0	0	0	0
7420461P10Rik	0	0	0	0
7530420F21Rik	0	0	0	0
7630403G23Rik	0	0	0	0
8030411F24Rik	0	0	0	0
8030442B05Rik	0	0	0	0
8030443G20Rik	0	0	0	0
8030462N17Rik	39	34	24	49
8430406I07Rik	61	75	73	77
8430408G22Rik	11	21	88	13
8430410A17Rik	42	38	23	40
8430410K20Rik	81	91	92	86
8430419L09Rik	196	394	319	325
8430423G03Rik	0	0	0	0
8430427H17Rik	27	10	22	14
8430429K09Rik	1	1	0	0
8430431K14Rik	0	0	0	0
8430436N08Rik	0	0	0	0
8430437L04Rik	0	0	0	0
9030025P20Rik	1	1	4	1
9030204H09Rik	0	0	0	0
9030224M15Rik	2	3	3	4
9030418K01Rik	16	10	12	12
9030425E11Rik	0	0	1	1
9030612E09Rik	0	0	0	0
9030617O03Rik	85	85	76	140
9030619P08Rik	0	0	0	0
9030624J02Rik	110	105	96	104
9030625A04Rik	2	0	1	3
9130008F23Rik	10	13	7	10
9130011E15Rik	33	52	25	21
9130011J15Rik	497	607	587	645
9130015L21Rik	0	0	0	0
9130017N09Rik	8	5	9	16
9130019O22Rik	13	6	8	9
9130019P16Rik	0	0	0	0
9130023H24Rik	19	14	16	6
9130024F11Rik	0	0	0	1
9130204L05Rik	0	0	0	0
9130206I24Rik	0	0	0	0
9130209A04Rik	0	0	0	0
9130230L23Rik	17	6	7	16
9130401M01Rik	42	41	42	44
9130404H23Rik	0	0	0	0
9130409I23Rik	0	0	0	0
9230102K24Rik	0	0	0	0
9230102O04Rik	0	0	0	0
9230104L09Rik	0	0	0	0
9230105E05Rik	0	0	0	0
9230107M04Rik	0	0	0	0
9230110C19Rik	3	3	2	10
9230110F15Rik	0	0	0	0
9230112J17Rik	16	26	20	21
9230113P08Rik	0	0	0	0
9230114K14Rik	8	17	6	9
9230115E21Rik	0	0	0	0
9230116N13Rik	0	0	0	2
9330020H09Rik	6	6	6	6
9330111N05Rik	0	0	0	0
9330133O14Rik	0	0	0	0
9330151L19Rik	12	19	11	11
9330158H04Rik	0	0	0	0
9330159F19Rik	1	0	0	2
9330159M07Rik	0	1	0	0
9330162B11Rik	0	0	0	0
9330175E14Rik	0	0	0	0
9330178D15Rik	0	0	0	0
9330179D12Rik	0	3	1	1
9330182L06Rik	6	6	2	6
9430007A20Rik	0	0	0	0
9430008C03Rik	84	115	64	98
9430015G10Rik	25	41	19	32
9430016H08Rik	54	43	51	58
9430019J16Rik	0	0	0	0
9430020K01Rik	22	10	16	27
9430021M05Rik	0	0	0	0
9430023L20Rik	55	70	58	39
9430031J16Rik	0	0	0	0
9430032N09Rik	0	0	0	0
9430037G07Rik	0	0	1	0
9430038I01Rik	21	10	10	5
9430041J12Rik	4	9	5	4
9430060I03Rik	0	1	0	0
9430076C15Rik	0	0	0	0
9430076G02Rik	0	0	0	0
9430083A17Rik	5	3	7	4
9430091E24Rik	3	3	5	4
9530002B09Rik	0	0	0	0
9530003J23Rik	0	0	0	0
9530008L14Rik	0	3	0	0
9530026F06Rik	0	0	0	0
9530026P05Rik	5	5	7	2
9530036O11Rik	0	2	0	2
9530051G07Rik	1	0	0	0
9530053A07Rik	2	1	1	1
9530059O14Rik	0	0	0	0
9530068E07Rik	288	285	252	284
9530077C05Rik	4	3	3	9
9530082P21Rik	2	1	0	0
9530091C08Rik	0	0	0	0
9630013A20Rik	0	0	0	0
9630028B13Rik	0	0	0	0
9630028H03Rik	0	0	0	0
9630033F20Rik	29	45	26	29
9830001H06Rik	11	4	3	17
9830107B12Rik	0	0	0	1
9830132P13	0	0	0	0
9830147E19Rik	17	14	15	18
9930005F22Rik	0	0	1	0
9930012K11Rik	6	0	0	2
9930013L23Rik	0	0	0	0
9930014A18Rik	20	27	19	17
9930021D14Rik	1	1	0	0
9930021J03Rik	167	207	136	143
9930023K05Rik	4	4	5	6
9930032O22Rik	0	0	0	0
9930104L06Rik	27	32	24	32
9930111J21Rik1	1	0	0	0
9930111J21Rik2	0	0	0	0
A030009H04Rik	7	7	7	3
A130010J15Rik	163	164	112	120
A130022J15Rik	27	47	24	49
A130040M12Rik	0	0	0	0
A130049A11Rik	1	0	2	0
A130077B15Rik	0	0	0	0
A1bg	0	0	0	0
A1cf	137	129	96	121
A230001M10Rik	1	5	10	7
A230020J21Rik	0	0	0	0
A230028O05Rik	0	0	3	1
A230046K03Rik	257	243	243	216
A230050P20Rik	18	11	10	13
A230051G13Rik	54	67	58	61
A230056P14Rik	1	0	1	3
A230057D06Rik	1	0	0	2
A230065H16Rik	0	0	0	0
A230072C01Rik	1	1	2	2
A230072E10Rik	1	4	4	4
A230073K19Rik	0	0	0	0
A230077H06Rik	0	0	0	0
A230108P19Rik	0	0	0	0
A2ld1	145	169	191	157
A2m	0	0	0	0
A330021E22Rik	1	0	0	0
A330023F24Rik	6	6	7	8
A330035P11Rik	9	8	7	8
A330040F15Rik	0	1	0	0
A330049M08Rik	5	6	6	6
A330049N07Rik	0	0	0	0
A330050B17Rik	2	0	2	4
A330050F15Rik	0	0	0	0
A330069E16Rik	0	0	1	2
A330076H08Rik	1	4	2	1
A330093E20Rik	0	0	0	0
A3galt2	0	0	1	0
A430005L14Rik	85	76	60	78
A430033K04Rik	39	29	22	33
A430035B10Rik	5	2	3	5
A430075N02	1	0	0	0
A430078G23Rik	0	0	0	0
A430084P05Rik	0	0	0	0
A430089I19Rik	0	0	0	0
A430092G05Rik	0	0	0	0
A430093F15Rik	0	0	0	0
A430105I19Rik	88	94	68	54
A430107O13Rik	10	13	12	12
A430107P09Rik	0	0	0	0
A430110N23Rik	3	0	1	4
A4galt	1	1	1	1
A4gnt	0	0	0	0
A530013C23Rik	0	0	0	0
A530016L24Rik	2	0	0	0
A530032D15Rik	1	0	0	0
A530053G22Rik	0	0	0	0
A530054K11Rik	23	35	25	29
A530058N18Rik	1	1	0	0
A530064D06Rik	0	0	0	1
A530088E08Rik	0	1	0	0
A530098C11Rik	0	0	0	0
A530099J19Rik	0	0	0	0
A630001G21Rik	0	0	0	0
A630007B06Rik	68	73	40	50
A630010A05Rik	0	0	0	0
A630033H20Rik	0	0	0	0
A630055G03Rik	2	3	7	2
A630066F11Rik	5	7	12	6
A630072M18Rik	11	8	2	8
A630073D07Rik	0	0	0	0
A630075F10Rik	0	0	0	0
A630077J23Rik	0	0	0	0
A630089N07Rik	3	4	2	4
A630095E13Rik	0	0	0	0
A630095N17Rik	0	0	0	0
A730008H23Rik	0	0	0	0
A730011L01Rik	41	54	31	34
A730015I17	0	0	0	0
A730017C20Rik	1	0	0	0
A730017L22Rik	13	20	16	13
A730018C14Rik	0	0	0	0
A730020E08Rik	3	12	12	12
A730020M07Rik	0	0	0	0
A730037C10Rik	0	0	0	0
A730043L09	0	0	0	0
A730046J19Rik	0	0	0	0
A730056A06Rik	1	0	0	0
A730069N07Rik	0	1	0	0
A730082K24Rik	0	0	0	0
A730085A09Rik	0	0	0	0
A730090H04Rik	0	0	0	0
A730090N16Rik	1	0	0	1
A730098P11Rik	12	17	14	18
A830007P12Rik	152	123	139	105
A830010M20Rik	7	7	10	8
A830018L16Rik	2	18	2	10
A830019L24Rik	0	0	0	0
A830080D01Rik	16	29	33	59
A830082N09Rik	4	3	0	1
A830093I24Rik	1	0	0	0
A930001A20Rik	0	0	0	0
A930001N09Rik	157	293	154	146
A930003A15Rik	0	0	0	0
