ProbeIDs	GAOM_10	GAOM_11	GAOM_1	GAOM_2	GAOM_3	GAOM_6
2010009K17Rik	0	0	0	0	0	0
2010011I20Rik	641	587	400	356	626	490
2010012O05Rik	28	24	17	19	40	27
2010015L04Rik	1	4	0	1	1	0
2010016I18Rik	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0
2010106G01Rik	273	313	297	309	310	354
2010107E04Rik	409	408	317	509	502	549
2010107G12Rik	0	0	1	4	0	0
2010107G23Rik	48	55	29	42	53	43
2010107H07Rik	33	31	25	26	24	28
2010109I03Rik	0	0	0	0	0	0
2010109K11Rik	65	66	51	37	47	57
2010110P09Rik	0	1	0	1	0	1
2010111I01Rik	49	86	48	42	64	60
2010204K13Rik	12	7	4	6	5	8
2010300C02Rik	494	753	319	324	535	517
2010305A19Rik	47	44	26	38	49	36
2010315B03Rik	0	0	0	0	0	0
2010317E24Rik	32	25	3	9	3	4
2010320M18Rik	11	14	7	8	10	14
2010321M09Rik	68	91	60	54	55	78
2200002D01Rik	0	3	1	1	1	4
2200002J24Rik	15	13	14	11	30	12
2200002K05Rik	0	0	0	0	0	0
2210009G21Rik	9	13	4	10	6	9
2210010C04Rik	950561	878001	889903	865995	958961	764778
2210010C17Rik	187	134	43	86	123	151
2210012G02Rik	58	61	44	33	51	59
2210013O21Rik	31	21	14	39	19	29
2210015D19Rik	52	43	35	44	50	56
2210016F16Rik	164	153	150	150	164	206
2210016L21Rik	86	113	52	45	75	116
2210018M11Rik	36	53	43	54	25	54
2210019I11Rik	3	3	4	8	3	7
2210020M01Rik	10	9	6	18	34	13
2210021J22Rik	90	123	65	79	114	74
2210039B01Rik	0	2	0	0	0	0
2210403K04Rik	16	11	14	10	6	18
2210404J11Rik	27	22	18	24	29	26
2210404O07Rik	17	66	44	22	34	34
2210407C18Rik	1	0	6	0	4	9
2210408F21Rik	9	8	10	12	6	14
2210408I21Rik	23	12	28	16	17	22
2210409E12Rik	0	0	0	0	0	0
2210411K11Rik	77	66	28	32	60	60
2210414B05Rik	0	0	0	0	0	0
2210415F13Rik	0	0	0	0	0	0
2210417A02Rik	0	0	0	0	0	0
2210417K05Rik	0	0	0	0	1	1
2300002M23Rik	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0
2300009A05Rik	18	32	21	12	19	18
2310001A20Rik	175	180	111	152	156	165
2310001H17Rik	11	19	11	9	19	11
2310001K24Rik	0	0	0	0	0	0
2310002J15Rik	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0
2310002L13Rik	0	0	0	0	0	0
2310003C23Rik	101	118	108	76	119	102
2310003F16Rik	262	255	195	240	310	332
2310003H01Rik	36	38	7	22	23	31
2310003L22Rik	18	17	16	19	35	25
2310004I24Rik	41	66	48	48	59	61
2310004N24Rik	40	43	21	24	33	42
2310005A03Rik	0	0	0	0	0	0
2310005G13Rik	0	0	0	3	0	0
2310007B03Rik	0	0	0	0	0	1
2310007L24Rik	1	2	0	0	0	0
2310008H04Rik	58	46	51	56	56	67
2310008H09Rik	334	444	294	273	393	372
2310009A05Rik	49	60	36	58	43	60
2310009B15Rik	8	5	3	6	5	15
2310010M20Rik	0	0	0	0	0	0
2310011J03Rik	57	58	49	50	57	64
2310014F07Rik	1	0	0	0	0	0
2310014H01Rik	9	0	8	19	1	7
2310014L17Rik	12	6	4	7	9	3
2310015A10Rik	25	25	16	14	16	14
2310015B20Rik	0	3	4	0	4	3
2310015D24Rik	0	0	0	0	0	0
2310016C08Rik	33	31	37	73	47	59
2310016M24Rik	54	58	43	60	76	59
2310021P13Rik	156	169	111	102	75	116
2310022A10Rik	33	44	20	26	40	28
2310022B05Rik	58	47	43	56	45	54
2310028H24Rik	7	10	10	8	9	4
2310028O11Rik	329	360	282	448	361	434
2310030A07Rik	0	0	1	0	0	0
2310030G06Rik	155	155	115	130	173	123
2310030N02Rik	7	11	7	16	7	12
2310033E01Rik	0	0	0	0	0	0
2310033P09Rik	13	11	6	5	8	8
2310034C09Rik	0	0	0	0	0	0
2310034G01Rik	1	1	1	0	0	1
2310034O05Rik	0	0	0	0	0	0
2310035C23Rik	107	107	75	87	86	107
2310035K24Rik	53	67	22	19	38	35
2310036O22Rik	136	177	113	160	166	188
2310037I24Rik	18	22	20	13	18	24
2310039H08Rik	52	62	33	42	67	46
2310040G24Rik	16	19	15	34	18	20
2310042D19Rik	3	5	1	3	1	1
2310042E22Rik	0	0	0	0	0	0
2310043J07Rik	0	0	0	0	0	0
2310043L19Rik	0	0	0	0	0	0
2310044G17Rik	117	92	103	88	82	130
2310044H10Rik	566	328	199	157	374	324
2310045N01Rik	40	24	20	12	33	34
2310046A06Rik	0	0	1	0	0	0
2310046K01Rik	5	2	0	3	4	3
2310046O06Rik	49	74	40	32	59	63
2310047B19Rik	43	43	25	18	44	50
2310047M10Rik	23	26	14	28	24	25
2310050B05Rik	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0
2310057J16Rik	200	175	75	86	110	135
2310057J18Rik	0	0	0	0	2	1
2310057M21Rik	23	21	17	13	21	34
2310057N15Rik	0	0	0	0	0	0
2310061C15Rik	35	46	16	39	50	40
2310061I04Rik	122	117	71	77	146	99
2310061J03Rik	4	9	3	3	13	5
2310061N02Rik	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0
2310067B10Rik	88	121	33	53	68	77
2310068J16Rik	1	1	0	0	0	0
2310069B03Rik	0	0	0	0	0	0
2310069G16Rik	2	12	3	2	13	9
2310079F23Rik	12	14	21	2	17	19
2310079G19Rik	0	0	0	0	0	0
2400001E08Rik	142	119	95	90	106	136
2400003C14Rik	315	434	331	281	403	389
2410001C21Rik	194	197	132	144	185	209
2410002F23Rik	104	97	82	57	47	115
2410002I01Rik	73	85	56	41	66	65
2410002O22Rik	140	157	170	132	149	183
2410003K15Rik	50	83	55	46	63	67
2410004A20Rik	1	1	0	0	0	0
2410004B18Rik	19	37	25	26	25	33
2410004I01Rik	0	0	0	0	0	0
2410004N09Rik	15	15	7	23	25	36
2410004P03Rik	0	0	0	0	0	0
2410006H16Rik	81	156	91	128	110	234
2410007B07Rik	0	0	0	0	0	0
2410012M07Rik	1	0	0	0	0	0
2410015M20Rik	318	312	261	350	333	420
2410016O06Rik	24	37	20	24	46	30
2410017I17Rik	0	0	0	0	0	0
2410017P09Rik	123	94	80	64	52	85
2410018L13Rik	0	0	0	0	0	0
2410018M08Rik	12	2	7	6	7	11
2410022L05Rik	52	42	25	34	43	51
2410042D21Rik	87	94	97	79	80	81
2410057H14Rik	0	0	0	0	0	0
2410066E13Rik	20	50	49	24	33	36
2410075B13Rik	24	29	17	21	33	21
2410076I21Rik	0	0	0	0	0	0
2410088K16Rik	0	0	0	0	0	0
2410089E03Rik	34	49	22	37	31	46
2410091C18Rik	61	49	39	53	60	61
2410114N07Rik	0	0	0	0	0	0
2410127L17Rik	3	5	3	5	4	3
2410131K14Rik	35	49	24	35	29	37
2410137F16Rik	0	0	0	0	0	0
2410137M14Rik	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0
2500003M10Rik	250	367	243	285	245	362
2500004C02Rik	5	5	3	2	14	6
2510002D24Rik	51	70	30	49	60	62
2510003D18Rik	0	0	0	0	0	0
2510003E04Rik	105	133	119	83	126	122
2510006D16Rik	347	316	229	253	233	334
2510009E07Rik	113	117	102	103	116	110
2510012J08Rik	50	50	17	24	32	42
2510039O18Rik	144	189	133	121	92	170
2510049J12Rik	99	75	45	59	70	78
2600006L11Rik	0	0	0	0	0	0
2610001J05Rik	92	128	99	131	126	129
2610002D18Rik	2	3	0	0	0	7
2610002I17Rik	19	27	12	17	14	17
2610002J02Rik	99	97	70	60	66	85
2610002M06Rik	110	114	86	104	94	111
2610005L07Rik	9	7	3	2	3	5
2610008E11Rik	52	64	53	62	51	53
2610015P09Rik	36	51	43	32	30	35
2610017I09Rik	0	0	0	0	0	0
2610018G03Rik	21	18	15	31	21	18
2610019F03Rik	8	2	0	12	4	1
2610020C07Rik	0	0	0	1	0	0
2610020H08Rik	4	6	3	3	5	5
2610021K21Rik	0	4	1	3	2	0
2610024G14Rik	93	127	82	71	92	117
2610027L16Rik	112	85	87	66	112	116
2610028E06Rik	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	0
2610029G23Rik	73	63	91	135	88	75
2610029I01Rik	48	32	26	40	52	39
2610034B18Rik	73	63	52	67	85	63
2610034M16Rik	0	0	0	0	0	0
2610035D17Rik	15	13	15	5	10	12
2610037D02Rik	0	0	0	0	0	0
2610039C10Rik	3	14	4	8	5	6
2610044O15Rik	8	7	7	11	10	10
2610100L16Rik	0	0	0	0	0	0
2610101N10Rik	183	221	167	154	157	224
2610109H07Rik	0	0	0	1	0	0
2610203C20Rik	0	0	0	3	1	0
2610203C22Rik	0	0	0	0	0	0
2610204G22Rik	0	1	1	0	0	0
2610206C17Rik	0	2	0	0	0	0
2610301B20Rik	61	44	29	37	45	46
2610301G19Rik	153	145	88	83	118	123
2610305D13Rik	5	5	4	15	10	6
2610306M01Rik	16	13	8	12	7	13
2610318N02Rik	5	6	3	2	4	3
2610507B11Rik	1271	1129	846	732	737	1049
2610507I01Rik	38	53	20	58	52	52
2610524H06Rik	13	8	4	5	10	12
2610528A11Rik	0	1	0	0	2	4
2610528E23Rik	15	26	17	23	26	38
2610528J11Rik	73	116	39	52	83	52
2700007P21Rik	106	108	77	71	86	113
2700023E23Rik	7	8	3	5	9	12
2700029M09Rik	46	43	28	44	55	58
2700046A07Rik	1	0	1	1	2	0
2700046G09Rik	6	6	9	2	10	4
2700049A03Rik	29	42	13	19	11	27
2700050L05Rik	132	132	97	84	104	141
2700060E02Rik	155	176	203	249	225	330
2700062C07Rik	28	27	21	18	34	33
2700078E11Rik	274	311	289	228	293	300
2700078K21Rik	217	275	159	177	259	213
2700081O15Rik	14	9	7	18	8	12
2700086A05Rik	0	0	0	0	0	0
2700089E24Rik	490	555	308	441	574	528
2700090O03Rik	0	0	0	0	0	0
2700094K13Rik	57	66	33	51	41	58
2700097O09Rik	18	15	19	14	19	40
2700099C18Rik	1	0	0	2	2	0
2810001G20Rik	2	5	1	2	8	4
2810002D19Rik	5	14	6	10	8	7
2810002N01Rik	98	76	77	65	88	102
2810004N23Rik	70	72	72	55	43	95
2810006K23Rik	31	30	31	28	38	30
2810007J24Rik	0	0	0	0	0	0
2810008D09Rik	8	10	3	3	4	3
2810008M24Rik	81	94	106	86	77	117
2810021B07Rik	27	25	22	37	42	23
2810021J22Rik	27	26	15	17	13	25
2810025M15Rik	17	13	6	11	13	11
2810030E01Rik	7	10	4	5	15	3
2810032G03Rik	0	0	0	0	0	0
2810046L04Rik	42	44	42	23	35	46
2810047C21Rik1	0	0	0	0	0	0
2810055F11Rik	4	3	8	12	7	12
2810055G20Rik	0	4	4	1	3	3
2810403A07Rik	122	207	148	99	93	194
2810403D21Rik	2	6	2	5	3	7
2810405F15Rik	0	0	0	0	0	0
2810405K02Rik	18	24	14	28	26	21
2810407C02Rik	639	548	617	604	585	695
2810408A11Rik	3	2	1	2	2	2
2810408I11Rik	2	3	1	2	1	0
2810408M09Rik	42	52	37	28	32	57
2810410L24Rik	3	4	2	2	4	2
2810417H13Rik	5	0	0	16	0	7
2810422J05Rik	151	223	107	150	195	199
2810422O20Rik	22	39	34	24	40	32
2810428I15Rik	191	149	68	65	65	105
2810429I04Rik	0	0	0	0	0	0
2810432D09Rik	84	99	61	41	85	97
2810432L12Rik	54	67	24	37	59	52
2810433D01Rik	2	0	0	0	1	1
2810442I21Rik	0	2	0	0	0	0
2810442N19Rik	0	0	0	0	0	0
2810453I06Rik	99	88	65	83	97	114
2810454H06Rik	0	0	1	1	1	1
2810459M11Rik	10	7	3	6	2	2
2810474O19Rik	53	50	59	88	52	59
2900002K06Rik	0	0	0	0	0	0
2900005J15Rik	6	6	1	2	1	2
2900006K08Rik	2	0	3	2	2	2
2900010M23Rik	158	174	99	152	160	165
2900011O08Rik	0	0	0	0	0	0
2900026A02Rik	300	493	139	183	339	333
2900041M22Rik	0	0	0	0	0	0
2900052N01Rik	0	1	0	1	0	0
2900053A13Rik	64	75	65	93	98	95
2900056M20Rik	7	22	5	15	11	16
2900060B14Rik	0	1	1	0	1	1
2900064A13Rik	397	402	282	348	421	437
2900073G15Rik	155	254	153	207	170	233
2900079G21Rik	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0
2900092E17Rik	60	65	34	56	67	66
2900093L17Rik	0	0	0	0	0	0
2900097C17Rik	139	140	115	66	101	130
3000002C10Rik	11	8	8	2	6	14
3010026O09Rik	10	11	4	10	10	17
3110001D03Rik	85	76	55	78	66	78
3110001I22Rik	3	6	7	16	6	7
3110002H16Rik	76	87	60	53	67	61
3110003A17Rik	161	162	94	184	222	236
3110007F17Rik	0	0	0	0	0	1
3110009E18Rik	6	9	2	1	4	1
3110021A11Rik	0	0	0	0	0	0
3110035E14Rik	1	0	1	0	0	0
3110039I08Rik	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0
3110040N11Rik	39	26	31	49	44	49
3110043O21Rik	94	122	110	93	92	100
3110045C21Rik	2	6	0	7	4	3
3110047P20Rik	0	0	0	0	0	0
3110052M02Rik	41	40	19	24	35	44
3110056O03Rik	51	63	26	24	43	53
3110057O12Rik	14	28	15	19	18	17
3110062M04Rik	12	9	3	7	7	9
3110070M22Rik	4	1	1	1	4	0
3110079O15Rik	2	2	0	2	2	0
3110082D06Rik	0	0	0	0	0	0
3110082I17Rik	75	49	19	37	59	57
3110099E03Rik	0	0	0	0	0	0
3200002M19Rik	13	19	17	22	15	16
3230401D17Rik	14	7	9	6	4	12
3300002I08Rik	0	1	0	3	0	0
3425401B19Rik	31	40	10	11	24	31
3632451O06Rik	1	0	0	3	0	1
3632454L22Rik	0	0	0	0	0	0
3830403N18Rik	0	0	0	0	7	0
3830406C13Rik	65	62	114	102	76	99
3830408C21Rik	0	0	0	0	0	0
3830417A13Rik	0	0	0	0	0	0
3830431G21Rik	1	1	0	1	0	2
3930402G23Rik	0	0	0	1	0	1
4430402I18Rik	2	4	1	2	0	1
4632411B12Rik	128	167	113	80	111	138
4632415K11Rik	39	39	31	20	59	46
4632415L05Rik	65	89	51	46	59	70
4632427E13Rik	1	2	1	1	1	0
4632428C04Rik	3	6	3	3	4	4
4632428N05Rik	9	8	13	12	9	2
4632434I11Rik	8	6	4	5	5	12
4732415M23Rik	1	0	0	1	0	0
4732416N19Rik	1	0	0	0	1	0
4732418C07Rik	178	133	129	108	147	186
4732456N10Rik	0	0	0	1	0	0
4732471D19Rik	62	79	32	50	44	60
4732471J01Rik	0	1	3	0	0	2
4732490B19Rik	1	2	2	4	0	0
4831426I19Rik	41	43	17	12	15	21
4831440E17Rik	2	4	6	1	7	9
4832428D23Rik	0	0	0	0	0	0
4833403I15Rik	2	0	0	7	1	1
4833418N02Rik	4	5	2	3	3	2
4833419F23Rik	0	0	1	5	2	0
4833420G17Rik	80	89	63	63	65	60
4833422C13Rik	0	1	0	0	0	0
4833422F24Rik	0	0	0	0	0	0
4833423E24Rik	0	0	0	0	0	0
4833424O15Rik	0	0	0	1	0	0
4833427G06Rik	0	0	0	0	0	0
4833428L15Rik	0	0	0	0	0	0
4833439L19Rik	1034	772	728	631	878	927
4833442J19Rik	6	15	8	16	8	8
4921501E09Rik	0	0	0	0	0	0
4921504E06Rik	6	8	3	5	3	3
4921506M07Rik	0	0	0	0	0	0
4921507P07Rik	11	18	10	21	14	10
4921509C19Rik	0	0	0	0	0	0
4921510H08Rik	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0
4921513D23Rik	207	263	245	195	192	220
4921513I03Rik	0	0	0	0	0	0
4921515J06Rik	0	0	0	0	0	0
4921517D21Rik	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0
4921517L17Rik	3	1	2	5	3	2
4921523A10Rik	0	0	0	0	0	0
4921524J17Rik	27	56	27	32	45	43
4921524L21Rik	0	0	0	0	0	0
4921528I01Rik	0	0	0	0	0	0
4921528O07Rik	0	0	0	0	0	0
4921530D09Rik	0	0	0	0	0	0
4921530L18Rik	9	11	8	6	6	3
4921530L21Rik	0	0	0	0	0	0
4921531C22Rik	9	8	9	16	25	19
4921533I20Rik	0	7	3	0	2	3
4921536K21Rik	2	0	1	0	1	2
4921539E11Rik	0	0	0	0	0	0
4922501C03Rik	23	34	23	31	29	32
4922501L14Rik	1	1	0	0	0	0
4922502D21Rik	0	0	0	0	0	0
4922505E12Rik	0	0	0	0	0	0
4922505G16Rik	0	0	1	1	1	0
4930402F06Rik	0	0	0	0	0	0
4930402H24Rik	31	49	28	39	25	51
4930403L05Rik	0	0	0	0	0	0
4930403N07Rik	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0
4930404A10Rik	0	0	0	0	0	0
4930404H21Rik	0	0	0	0	0	0
4930404I05Rik	0	0	0	0	0	0
4930404N11Rik	0	0	0	0	0	0
4930405A21Rik	1	3	1	1	1	0
4930406D18Rik	0	0	0	1	1	1
4930407I10Rik	0	0	0	0	0	0
4930408F14Rik	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0
4930412C18Rik	2	0	3	3	2	4
4930412F15Rik	0	0	0	0	1	0
4930412O13Rik	0	0	0	0	0	0
4930413E15Rik	0	0	0	0	0	0
4930414N06Rik	0	0	0	0	0	0
4930415F15Rik	1	0	0	0	1	1
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	100	115	157	97	153	164
4930417G10Rik	0	0	0	0	0	0
4930417O13Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0
4930420K17Rik	39	58	23	48	40	38
4930422G04Rik	10	7	3	8	3	6
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0
4930426L09Rik	0	1	0	0	0	0
4930427A07Rik	9	14	8	10	2	13
4930428D18Rik	0	0	0	0	0	0
4930428E23Rik	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0
4930429B21Rik	2	1	0	0	1	0
4930429D17Rik	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	1	0	0	0	0	1
4930430A15Rik	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0
4930430F08Rik	20	17	19	28	29	33
4930430J02Rik	2	4	3	2	8	9
4930431A04Rik	0	0	0	0	0	0
4930432K09Rik	0	0	0	0	0	0
4930432K21Rik	4	2	2	2	1	2
4930433B08Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930441O14Rik	3	6	1	2	1	2
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443G12Rik	0	0	0	0	0	0
4930443O20Rik	0	1	1	0	0	0
4930444A02Rik	97	90	58	61	88	118
4930444F02Rik	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0
4930444P10Rik	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451C15Rik	0	0	0	0	1	0
4930451I11Rik	0	0	0	0	0	0
4930452B06Rik	1	2	1	3	2	1
4930452N14Rik	0	0	0	0	0	0
4930453N24Rik	122	118	116	112	123	163
4930455C21Rik	100	81	77	68	88	97
4930455F16Rik	0	0	0	0	0	0
4930455F23Rik	37	75	61	47	73	61
4930455H04Rik	0	0	0	0	0	0
4930458L03Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
4930465A12Rik	0	0	0	0	0	0
4930465K10Rik	0	0	0	0	0	0
4930467E23Rik	0	0	1	0	0	0
4930468A15Rik	0	0	0	0	0	0
4930469G21Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0
4930471I20Rik	0	0	0	0	0	0
4930471M23Rik	91	98	76	72	89	87
4930473A02Rik	0	0	1	0	1	0
4930473A06Rik	10	9	6	10	8	10
4930474M22Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	0	0	0	0	0
4930478L05Rik	0	0	0	0	0	0
4930479M11Rik	0	0	0	0	1	1
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930481A15Rik	17	26	32	18	27	14
4930483J18Rik	0	0	0	0	0	0
4930486F22Rik	0	0	0	0	0	0
4930486L24Rik	0	0	0	0	0	0
4930487H11Rik	0	0	0	0	0	0
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0
4930500J02Rik	0	0	0	0	0	0
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	0	0	0	1	0	0
4930502E18Rik	0	0	0	0	0	0
4930503B20Rik	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0
4930503E24Rik	108	124	114	76	116	115
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	27	17	4	24	21	43
4930503O07Rik	0	0	0	0	1	0
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	1
4930506M07Rik	283	241	209	169	274	273
4930507D05Rik	0	2	0	0	1	2
4930509J09Rik	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	0	0
4930511I11Rik	0	0	0	0	0	0
4930511M06Rik	0	0	0	0	0	0
4930511M11Rik	0	0	0	0	0	0
4930512B01Rik	0	0	0	0	0	0
4930513N10Rik	0	0	0	1	0	1
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	0	1	3	1	7	2
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930519F09Rik	18	17	20	24	13	14
4930519F16Rik	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0
4930520O04Rik	1	1	2	1	2	3
4930521A18Rik	0	0	0	0	0	0
4930521E06Rik	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0
4930523C07Rik	36	21	42	45	36	46
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	0	0	0	0	0	0
4930524E20Rik	0	0	0	0	0	0
4930524L23Rik	1	2	1	1	0	0
4930524O08Rik	0	0	0	0	0	0
4930525D18Rik	0	0	0	0	0	0
4930525F21Rik	0	0	0	0	0	0
4930526D03Rik	0	0	0	0	0	0
4930526I15Rik	0	0	0	0	0	0
4930528A17Rik	0	0	0	0	0	0
4930528F23Rik	1	1	1	2	0	3
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	0	0
4930529F22Rik	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930529M08Rik	0	0	0	0	0	0
4930533B01Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
4930534B04Rik	10	15	3	10	4	8
4930538K18Rik	0	1	1	0	0	1
4930539C22Rik	0	0	0	0	0	0
4930539E08Rik	0	4	1	3	1	5
4930539J05Rik	1	0	2	1	1	0
4930539M17Rik	0	0	0	0	0	1
4930539N22Rik	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	0	0
4930542D17Rik	0	0	0	0	0	0
4930542N07Rik	0	0	0	0	0	0
4930544D05Rik	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0
4930544O15Rik	1	0	1	0	2	0
4930545L23Rik	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0
4930546K05Rik	0	0	0	0	0	0
4930547C10Rik	0	0	0	0	0	0
4930547E08Rik	0	0	0	0	0	0
4930547E14Rik	0	0	0	0	0	0
4930547N16Rik	10	8	3	8	2	3
4930548H24Rik	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0
4930550C14Rik	0	1	0	1	2	1
4930550L24Rik	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930555I21Rik	4	6	3	4	7	4
4930556C24Rik	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0
4930557A04Rik	0	0	0	0	0	0
4930557J02Rik	0	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0
4930558J18Rik	0	0	0	0	0	0
4930558K02Rik	0	0	0	0	1	0
4930562C15Rik	0	0	0	0	0	0
4930562F07Rik	0	0	0	0	0	0
4930563D23Rik	0	0	0	0	0	0
4930563E22Rik	0	1	0	0	0	0
4930563F08Rik	0	0	0	0	0	0
4930564K09Rik	0	0	0	0	0	0
4930565A17	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0
4930565N06Rik	0	0	0	0	0	0
4930567H12Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930568E12Rik	0	0	0	0	0	0
4930568G15Rik	0	0	0	0	0	0
4930570G19Rik	0	0	0	1	0	0
4930571K23Rik	0	0	0	0	0	0
4930572J05Rik	7	5	8	12	15	16
4930573O16Rik	0	0	0	0	0	0
4930578C19Rik	1	0	0	0	1	0
4930578I06Rik	0	0	0	0	0	0
4930578N16Rik	4	6	1	4	2	6
4930578N18Rik	0	0	0	0	0	0
4930579C15Rik	1	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0
4930579G18Rik	0	0	0	0	0	0
4930579G22Rik	1	1	2	2	0	1
4930579G24Rik	9	6	1	9	6	2
4930579J09Rik	0	0	0	0	0	1
4930579K19Rik	1	1	1	1	2	0
4930581F22Rik	1	4	3	8	1	6
4930583H14Rik	0	0	0	0	0	0
4930583K01Rik	0	0	0	0	0	0
4930583P06Rik	0	0	0	0	0	0
4930584F24Rik	0	0	0	0	0	0
4930588N13Rik	0	0	1	0	0	0
4930590J08Rik	0	2	0	1	1	0
4930590L20Rik	0	0	0	0	0	0
4930592I03Rik	0	0	0	0	0	0
4930593C16Rik	0	0	0	0	0	0
4930594C11Rik	10	21	14	21	9	16
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596M17Rik	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
4931402G19Rik	0	0	0	0	0	0
4931403G20Rik	0	0	0	0	0	0
4931406B18Rik	0	0	0	0	0	0
4931406C07Rik	182	164	131	182	185	259
4931406H21Rik	1	1	0	0	0	1
4931406P16Rik	72	71	55	49	58	70
4931407G18Rik	0	0	0	0	0	0
4931408A02Rik	1	3	1	3	0	1
4931408C20Rik	0	0	0	0	0	0
4931408D14Rik	0	0	0	0	1	0
4931409K22Rik	0	0	0	0	0	0
4931414P19Rik	15	9	13	9	18	12
4931417E11Rik	0	0	0	0	0	0
4931417G12Rik	0	0	0	0	0	0
4931419H13Rik	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0
4931423N10Rik	0	0	1	0	0	0
4931428F04Rik	0	4	2	3	2	3
4931428L18Rik	0	0	0	0	0	0
4931429I11Rik	0	0	0	0	0	0
4931429L15Rik	0	0	0	0	0	0
